,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count
88,"{'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good for Kids': True, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Alcohol': 'none', 'Outdoor Seating': True, 'Drive-Thru': False, 'BYOB/Corkage': 'yes_free', 'Corkage': False, 'Has TV': False, 'Take-out': True, 'Caters': True, 'Noise Level': 'average', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Waiter Service': False, 'Delivery': False, 'Accepts Credit Cards': True}",WcGTSRku3mrVK7V9GKq4UQ,"['Fast Food', 'Mexican', 'Restaurants', 1]",Gilbert,{},33.3300111,-111.7909087,True,49,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,2,2,1,2,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.4375,48,13,244
89,"{'Has TV': False, 'Attire': 'formal', 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Drive-Thru': True, 'Outdoor Seating': False, 'Delivery': False, 'Accepts Credit Cards': True}",7_w9XmNhl_l0N3jN3F-qTQ,"['Burgers', 'Fast Food', 'Restaurants', 1]",Phoenix,{},33.378302,-112.10172,True,5,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1,0,2,2,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.25,4,2,32
90,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",1F-pelV0fTduYV_vCrvjLA,"['Breakfast & Brunch', 'American (Traditional)', 'Diners', 'Restaurants', 1]",Gilbert,"{'Tuesday': {'close': '22:00', 'open': '06:00'}, 'Friday': {'close': '22:00', 'open': '06:00'}, 'Saturday': {'close': '22:00', 'open': '06:00'}, 'Sunday': {'close': '22:00', 'open': '06:00'}, 'Wednesday': {'close': '22:00', 'open': '06:00'}, 'Thursday': {'close': '22:00', 'open': '06:00'}, 'Monday': {'close': '22:00', 'open': '06:00'}}",33.3786428,-111.7924159,True,193,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,0,1,1,1,0,1,0,0,0,22,6,22,6,22,6,22,6,22,6,22,6,22,6,3.8579234972677594,183,66,640
91,"{'Has TV': True, 'Good For Groups': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Dogs Allowed': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Wi-Fi': 'free', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",wG9Aov3y0qRIicugJNAc0w,"['Burgers', 'Diners', 'Restaurants', 1]",Scottsdale,"{'Tuesday': {'close': '21:00', 'open': '07:00'}, 'Friday': {'close': '21:00', 'open': '07:00'}, 'Saturday': {'close': '21:00', 'open': '07:00'}, 'Sunday': {'close': '21:00', 'open': '07:00'}, 'Wednesday': {'close': '21:00', 'open': '07:00'}, 'Thursday': {'close': '21:00', 'open': '07:00'}, 'Monday': {'close': '21:00', 'open': '07:00'}}",33.7806577729887,-111.923919447631,True,61,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,1,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,0,1,0,0,0,21,7,21,7,21,7,21,7,21,7,21,7,21,7,3.0491803278688523,61,8,56
92,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': True}, 'Smoking': 'no', 'Good for Kids': True, 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': True, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': True, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Drive-Thru': False, 'BYOB/Corkage': 'yes_free', 'Corkage': False, 'Has TV': True, 'Good For Dancing': False, 'Good For Groups': True, 'Happy Hour': True, 'Coat Check': False, 'Music': {'dj': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Wi-Fi': 'free', 'BYOB': False, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",gkv2XvXpFgiq4Bb2XK7YmQ,"['Arts & Entertainment', 'Music Venues', 'Burgers', 'Nightlife', 'American (New)', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '23:00', 'open': '11:00'}, 'Friday': {'close': '00:00', 'open': '11:00'}, 'Saturday': {'close': '00:00', 'open': '11:00'}, 'Sunday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '11:00'}, 'Thursday': {'close': '23:00', 'open': '11:00'}, 'Monday': {'close': '23:00', 'open': '11:00'}}",33.446885057319,-112.07107588649,True,124,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,1,2,0,1,1,1,1,1,0,0,1,0,0,0,11,23,11,0,11,23,11,23,11,23,11,23,11,3.054054054054054,111,27,569
93,"{'Has TV': True, 'Attire': 'casual', 'Good for Kids': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'BYOB/Corkage': 'no', 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': True, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",jnzROxEjNkgeo5Ju3F8qzQ,"['Mexican', 'Restaurants', 1]",Cave Creek,"{'Tuesday': {'close': '22:00', 'open': '11:00'}, 'Friday': {'close': '22:00', 'open': '11:00'}, 'Saturday': {'close': '22:00', 'open': '11:00'}, 'Sunday': {'close': '22:00', 'open': '11:00'}, 'Wednesday': {'close': '22:00', 'open': '11:00'}, 'Thursday': {'close': '22:00', 'open': '11:00'}, 'Monday': {'close': '22:00', 'open': '11:00'}}",33.8321973,-111.9453694,True,361,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,0,0,1,0,0,0,22,11,22,11,22,11,22,11,22,11,22,11,22,11,3.6320754716981134,318,83,629
94,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': False, 'Delivery': False, 'Good For Groups': True, 'Price Range': 2, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True}",7U3DYmZLYN-pbQi1GIJXUA,"['Pizza', 'Restaurants', 1]",Glendale,"{'Tuesday': {'close': '21:00', 'open': '09:00'}, 'Friday': {'close': '21:00', 'open': '09:00'}, 'Saturday': {'close': '20:30', 'open': '09:00'}, 'Sunday': {'close': '18:00', 'open': '10:00'}, 'Wednesday': {'close': '21:00', 'open': '09:00'}, 'Thursday': {'close': '21:00', 'open': '09:00'}, 'Monday': {'close': '21:00', 'open': '09:00'}}",33.6485453,-112.2347549,True,16,3.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,0,0,1,2,0,1,0,0,0,21,9,21,9,20,9,18,10,21,9,21,9,21,9,3.3846153846153846,13,11,265
95,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",MrBpluQZmPX13d6Efhmg_A,"['Fast Food', 'American (Traditional)', 'Chicken Wings', 'Restaurants', 1]",Casa Grande,"{'Tuesday': {'close': '23:00', 'open': '09:00'}, 'Friday': {'close': '23:00', 'open': '09:00'}, 'Saturday': {'close': '23:00', 'open': '09:00'}, 'Sunday': {'close': '23:00', 'open': '09:00'}, 'Wednesday': {'close': '23:00', 'open': '09:00'}, 'Thursday': {'close': '23:00', 'open': '09:00'}, 'Monday': {'close': '23:00', 'open': '09:00'}}",32.879688,-111.6829444,True,19,4.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,23,9,23,9,23,9,23,9,23,9,23,9,23,9,4.111111111111111,18,4,31
96,"{'Has TV': False, 'Waiter Service': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",eZyqa81qS0LuH0Bv8vfvrw,"['Burgers', 'Fast Food', 'Restaurants', 1]",Avondale,"{'Tuesday': {'close': '01:00', 'open': '10:30'}, 'Friday': {'close': '01:30', 'open': '10:30'}, 'Saturday': {'close': '01:30', 'open': '10:30'}, 'Sunday': {'close': '01:00', 'open': '10:30'}, 'Wednesday': {'close': '01:00', 'open': '10:30'}, 'Thursday': {'close': '01:00', 'open': '10:30'}, 'Monday': {'close': '01:00', 'open': '10:30'}}",33.4593387,-112.340383,True,99,4.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,0,1,0,0,0,1,10,1,10,1,10,1,10,1,10,1,10,1,10,4.266666666666667,90,54,708
97,"{'Price Range': 1, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",nwQhAfMjyCjPzzXaF7yg4A,"['Food', 'Donuts', 1]",Phoenix,"{'Tuesday': {'close': '19:00', 'open': '05:30'}, 'Friday': {'close': '19:00', 'open': '05:30'}, 'Saturday': {'close': '19:00', 'open': '05:30'}, 'Sunday': {'close': '19:00', 'open': '05:30'}, 'Wednesday': {'close': '19:00', 'open': '05:30'}, 'Thursday': {'close': '19:00', 'open': '05:30'}, 'Monday': {'close': '19:00', 'open': '05:30'}}",33.4949038,-112.0220845,False,6,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,1,2,0,1,0,0,0,19,5,19,5,19,5,19,5,19,5,19,5,19,5,2.2,5,2,12
98,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'average', 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Wi-Fi': 'no', 'Waiter Service': True, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",5vgmIwBB48fwo_WC8vGiXA,"['Sushi Bars', 'Japanese', 'Restaurants', 1]",Chandler,{},33.3399193,-111.8595356,True,149,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,0,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3.2335766423357666,137,38,321
99,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'quiet', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': False, 'Accepts Credit Cards': True}",llOSbC5gBYOypx7RoSD_wA,"['Fast Food', 'Sandwiches', 'Restaurants', 1]",Mesa,{},33.4150523,-111.836105,True,7,2.5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,0,2,0,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.6666666666666665,6,2,21
100,"{'Noise Level': 'quiet', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Delivery': False, 'Good for Kids': False, 'Has TV': False, 'Good For Groups': True, 'Price Range': 3, 'Ambience': {'classy': True, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': False, 'Good For': {'breakfast': False, 'dinner': True, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Waiter Service': True, 'Alcohol': 'full_bar', 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True}",BCsYkzqxGY_xmi5q_ayFDw,"['Restaurants', 'American (New)', 'Italian', 1]",Paradise Valley,"{'Tuesday': {'close': '21:30', 'open': '17:30'}, 'Friday': {'close': '21:30', 'open': '17:30'}, 'Saturday': {'close': '21:30', 'open': '17:30'}, 'Wednesday': {'close': '21:30', 'open': '17:30'}, 'Thursday': {'close': '21:30', 'open': '17:30'}, 'Monday': {'close': '21:30', 'open': '17:30'}}",33.5292897,-111.9258543,True,70,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,2,0,1,0,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,0,1,1,1,0,0,1,0,0,0,21,17,21,17,21,17,25,25,21,17,21,17,21,17,4.1940298507462686,67,6,89
101,"{'Noise Level': 'loud', 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': True}, 'Delivery': False, 'Good for Kids': True, 'Has TV': True, 'Good For Groups': True, 'Price Range': 2, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': True, 'Waiter Service': True, 'Alcohol': 'full_bar', 'Outdoor Seating': True, 'Wheelchair Accessible': True, 'Accepts Credit Cards': True}",mNqdYfvAWpyBP3eQpecssw,"['American (Traditional)', 'Restaurants', 1]",New River,"{'Tuesday': {'close': '02:00', 'open': '07:00'}, 'Friday': {'close': '02:00', 'open': '07:00'}, 'Saturday': {'close': '02:00', 'open': '07:00'}, 'Sunday': {'close': '02:00', 'open': '07:00'}, 'Wednesday': {'close': '02:00', 'open': '07:00'}, 'Thursday': {'close': '02:00', 'open': '07:00'}, 'Monday': {'close': '02:00', 'open': '07:00'}}",33.9182997,-112.1406809,True,50,3.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,1,1,1,1,0,0,1,1,0,0,2,7,2,7,2,7,2,7,2,7,2,7,2,7,3.183673469387755,49,13,151
102,"{'Has TV': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Drive-Thru': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': False, 'Accepts Credit Cards': True}",4XkvAewGghqS-dxTTv-dFg,"['Fast Food', 'Restaurants', 1]",Buckeye,{},33.4424934,-112.5565338,True,9,2.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,0,2,2,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,2,1,0,0,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.5,10,2,35
103,"{'Outdoor Seating': True, 'Price Range': 2, 'Wi-Fi': 'free', 'Accepts Credit Cards': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}}",JRwi26gv3IxoXoRY8gIQ4A,"['Food', 'Coffee & Tea', 1]",Goodyear,{},33.4653089,-112.3416917,True,33,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,2,2,2,1,0,1,0,0,0,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4.242424242424242,33,58,452
104,"{'Good For Groups': True, 'Price Range': 1, 'Accepts Credit Cards': True, 'Takes Reservations': False, 'Good for Kids': True, 'Wheelchair Accessible': False, 'Delivery': True, 'Outdoor Seating': False, 'Caters': False, 'Take-out': True, 'Attire': 'casual'}",CLKQTILUAauaLysEiWMtfQ,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants', 1]",Phoenix,{},33.6077095,-112.0662086,True,5,2.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,0,2,2,2,2,2,2,2,2,1,2,0,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,1,2,1,0,2,0,2,2,2,2,2,2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2.0,4,1,4
