,attributes,business_id,categories,city,hours,latitude,longitude,open,review_count,stars,categories_Fastfood,categories_Sandwiches,categories_Pizza,categories_Vegetarian,categories_Barbeque,categories_Tex-Mex,Automotive,categories_Restaurants,categories_CoffeeTea,categories_American_Traditional,categories_Steakhouses,categories_Thai,categories_American_New,categories_ChickenWings,categories_Chinese,categories_Japanese,categories_Empanadas,categories_Italian,categories_Salad,attributes.AcceptsCreditCards,attributes.AcceptsInsurance,attributes.Alcohol,attributes.Ambience.casual,attributes.Ambience.classy,attributes.Ambience.divey,attributes.Ambience.hipster,attributes.Ambience.intimate,attributes.Ambience.romantic,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Attire,attributes.BYOB,attributes.BYOB/Corkage,attributes.ByAppointmentOnly,attributes.Caters,attributes.CoatCheck,attributes.Corkage,attributes.Delivery,attributes.DietaryRestrictions.dairyfree,attributes.DietaryRestrictions.glutenfree,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.soyfree,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.vegetarian,attributes.DogsAllowed,attributes.DriveThru,attributes.GoodFor.breakfast,attributes.GoodFor.brunch,attributes.GoodFor.dessert,attributes.GoodFor.dinner,attributes.GoodFor.latenight,attributes.GoodFor.lunch,attributes.GoodForDancing,attributes.GoodForGroups,attributes.GoodForKids,attributes.HairTypesSpecializedIn.africanamerican,attributes.HairTypesSpecializedIn.asian,attributes.HairTypesSpecializedIn.coloring,attributes.HairTypesSpecializedIn.curly,attributes.HairTypesSpecializedIn.extensions,attributes.HairTypesSpecializedIn.kids,attributes.HairTypesSpecializedIn.perms,attributes.HairTypesSpecializedIn.straightperms,attributes.HappyHour,attributes.HasTV,attributes.Music.background_music,attributes.Music.dj,attributes.Music.jukebox,attributes.Music.karaoke,attributes.Music.live,attributes.Music.video,attributes.NoiseLevel,attributes.Open24Hours,attributes.OrderatCounter,attributes.OutdoorSeating,attributes.PriceRange,attributes.Smoking,attributes.Takeout,attributes.TakesReservations,attributes.WaiterService,attributes.WheelchairAccessible,attributes.WiFi,attributes.Parking.garage,attributes.Parking.lot,attributes.Parking.street,attributes.Parking.valet,attributes.Parking.validated,hours.Friday.close,hours.Friday.open,hours.Monday.close,hours.Monday.open,hours.Saturday.close,hours.Saturday.open,hours.Sunday.close,hours.Sunday.open,hours.Thursday.close,hours.Thursday.open,hours.Tuesday.close,hours.Tuesday.open,hours.Wednesday.close,hours.Wednesday.open,avg_review_stars,reviews_count,tip_count,checkin_count,category
240,"{'Noise Level': 'quiet', 'Delivery': False, 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Take-out': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'free', 'Good for Kids': True, 'Good For': {'breakfast': True, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",9bUaVdIP1rvFl04L3_tLIw,"['Food', 'Donuts', 'Breakfast & Brunch', 'Restaurants', 1]",Tempe,"{'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Sunday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}}",33.3779199,-111.9405712,True,48,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,0,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.075,40,12,123,Restaurants
241,"{'Has TV': False, 'Attire': 'casual', 'Good for Kids': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'BYOB/Corkage': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",39oUcXr-06fcfT_MZ94z-Q,"['Barbeque', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '19:00', 'open': '10:30'}, 'Friday': {'close': '19:00', 'open': '10:30'}, 'Saturday': {'close': '16:00', 'open': '10:30'}, 'Wednesday': {'close': '19:00', 'open': '10:30'}, 'Thursday': {'close': '19:00', 'open': '10:30'}, 'Monday': {'close': '19:00', 'open': '10:30'}}",33.4469457619823,-111.97798968448,True,93,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,1,0,0,1,0,0,0,19,10,19,10,16,10,25,25,19,10,19,10,19,10,3.5164835164835164,91,21,158,Barbeque
242,"{'Has TV': False, 'Attire': 'casual', 'Good for Kids': True, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Good For Groups': True, 'Delivery': False, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'BYOB/Corkage': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': False, 'Caters': True, 'Accepts Credit Cards': True}",39oUcXr-06fcfT_MZ94z-Q,"['Barbeque', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '19:00', 'open': '10:30'}, 'Friday': {'close': '19:00', 'open': '10:30'}, 'Saturday': {'close': '16:00', 'open': '10:30'}, 'Wednesday': {'close': '19:00', 'open': '10:30'}, 'Thursday': {'close': '19:00', 'open': '10:30'}, 'Monday': {'close': '19:00', 'open': '10:30'}}",33.4469457619823,-111.97798968448,True,93,3.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,2,1,0,0,1,0,0,1,0,0,0,19,10,19,10,16,10,25,25,19,10,19,10,19,10,3.5164835164835164,91,21,158,Restaurants
243,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': True, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': False, 'Delivery': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': False, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",-87qtIfyeyYR_YU3mPl1pA,"['Delis', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '16:00', 'open': '07:00'}, 'Friday': {'close': '16:00', 'open': '07:00'}, 'Wednesday': {'close': '16:00', 'open': '07:00'}, 'Thursday': {'close': '16:00', 'open': '07:00'}, 'Monday': {'close': '16:00', 'open': '07:00'}}",33.5091313,-112.0283059,True,29,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,1,0,0,0,0,16,7,16,7,25,25,25,25,16,7,16,7,16,7,3.225806451612903,31,4,95,Delis
244,"{'Has TV': True, 'Attire': 'casual', 'Parking': {'garage': True, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good For Groups': False, 'Delivery': True, 'Take-out': True, 'Alcohol': 'none', 'Noise Level': 'average', 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': True, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wheelchair Accessible': True, 'Good for Kids': False, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': True}, 'Takes Reservations': False, 'Wi-Fi': 'no', 'Waiter Service': False, 'Outdoor Seating': True, 'Caters': True, 'Accepts Credit Cards': True}",-87qtIfyeyYR_YU3mPl1pA,"['Delis', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '16:00', 'open': '07:00'}, 'Friday': {'close': '16:00', 'open': '07:00'}, 'Wednesday': {'close': '16:00', 'open': '07:00'}, 'Thursday': {'close': '16:00', 'open': '07:00'}, 'Monday': {'close': '16:00', 'open': '07:00'}}",33.5091313,-112.0283059,True,29,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,2,0,2,1,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,0,0,1,0,1,0,0,0,0,16,7,16,7,25,25,25,25,16,7,16,7,16,7,3.225806451612903,31,4,95,Restaurants
245,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': True, 'karaoke': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",h-9z4dgdEghdPLeDMLpDYA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Tempe,"{'Tuesday': {'close': '02:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '02:00', 'open': '10:00'}, 'Wednesday': {'close': '02:00', 'open': '10:00'}, 'Thursday': {'close': '02:00', 'open': '10:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}}",33.4078922,-111.9539189,True,34,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,10,2,11,2,10,2,10,2,10,2,10,2,10,4.178571428571429,28,8,133,Bars
246,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': True, 'karaoke': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",h-9z4dgdEghdPLeDMLpDYA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Tempe,"{'Tuesday': {'close': '02:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '02:00', 'open': '10:00'}, 'Wednesday': {'close': '02:00', 'open': '10:00'}, 'Thursday': {'close': '02:00', 'open': '10:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}}",33.4078922,-111.9539189,True,34,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,10,2,11,2,10,2,10,2,10,2,10,2,10,4.178571428571429,28,8,133,Restaurants
247,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': True, 'karaoke': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",h-9z4dgdEghdPLeDMLpDYA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Tempe,"{'Tuesday': {'close': '02:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '02:00', 'open': '10:00'}, 'Wednesday': {'close': '02:00', 'open': '10:00'}, 'Thursday': {'close': '02:00', 'open': '10:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}}",33.4078922,-111.9539189,True,34,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,10,2,11,2,10,2,10,2,10,2,10,2,10,4.178571428571429,28,8,133,American (Traditional)
248,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': True, 'karaoke': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",h-9z4dgdEghdPLeDMLpDYA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Tempe,"{'Tuesday': {'close': '02:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '02:00', 'open': '10:00'}, 'Wednesday': {'close': '02:00', 'open': '10:00'}, 'Thursday': {'close': '02:00', 'open': '10:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}}",33.4078922,-111.9539189,True,34,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,10,2,11,2,10,2,10,2,10,2,10,2,10,4.178571428571429,28,8,133,Sports Bars
249,"{'Delivery': False, 'Attire': 'casual', 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': True, 'street': False}, 'Smoking': 'outdoor', 'Good for Kids': False, 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': True, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Coat Check': False, 'Has TV': True, 'Good For Dancing': False, 'Happy Hour': True, 'Music': {'video': False, 'dj': False, 'live': False, 'background_music': False, 'jukebox': True, 'karaoke': False}, 'Take-out': True, 'Alcohol': 'full_bar', 'Noise Level': 'quiet', 'Wi-Fi': 'no', 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': True, 'lunch': False}, 'Waiter Service': True, 'Caters': False, 'Accepts Credit Cards': True}",h-9z4dgdEghdPLeDMLpDYA,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife', 1]",Tempe,"{'Tuesday': {'close': '02:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '02:00', 'open': '10:00'}, 'Wednesday': {'close': '02:00', 'open': '10:00'}, 'Thursday': {'close': '02:00', 'open': '10:00'}, 'Monday': {'close': '02:00', 'open': '11:00'}}",33.4078922,-111.9539189,True,34,4.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,1,2,2,1,1,1,1,0,1,1,0,0,1,0,0,0,2,10,2,11,2,10,2,10,2,10,2,10,2,10,4.178571428571429,28,8,133,Nightlife
250,"{'Noise Level': 'very_loud', 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Delivery': True, 'Accepts Credit Cards': True}",fyy4WNuchHJBa2zH6L8QQw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Wednesday': {'close': '00:00', 'open': '10:00'}, 'Thursday': {'close': '00:00', 'open': '10:00'}, 'Monday': {'close': '00:00', 'open': '10:00'}}",33.6536099,-112.0637743,True,16,2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,10,0,10,2,10,0,10,0,10,0,10,0,10,2.6,15,1,6,Sandwiches
251,"{'Noise Level': 'very_loud', 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Delivery': True, 'Accepts Credit Cards': True}",fyy4WNuchHJBa2zH6L8QQw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Wednesday': {'close': '00:00', 'open': '10:00'}, 'Thursday': {'close': '00:00', 'open': '10:00'}, 'Monday': {'close': '00:00', 'open': '10:00'}}",33.6536099,-112.0637743,True,16,2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,10,0,10,2,10,0,10,0,10,0,10,0,10,2.6,15,1,6,Pizza
252,"{'Noise Level': 'very_loud', 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Delivery': True, 'Accepts Credit Cards': True}",fyy4WNuchHJBa2zH6L8QQw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Wednesday': {'close': '00:00', 'open': '10:00'}, 'Thursday': {'close': '00:00', 'open': '10:00'}, 'Monday': {'close': '00:00', 'open': '10:00'}}",33.6536099,-112.0637743,True,16,2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,10,0,10,2,10,0,10,0,10,0,10,0,10,2.6,15,1,6,Chicken Wings
253,"{'Noise Level': 'very_loud', 'Attire': 'casual', 'Has TV': False, 'Parking': {'garage': False, 'valet': False, 'validated': False, 'lot': False, 'street': False}, 'Good for Kids': True, 'Alcohol': 'none', 'Good For Groups': True, 'Price Range': 1, 'Ambience': {'classy': False, 'touristy': False, 'casual': False, 'divey': False, 'romantic': False, 'intimate': False, 'hipster': False, 'trendy': False, 'upscale': False}, 'Wi-Fi': 'no', 'Take-out': True, 'Good For': {'breakfast': False, 'dinner': False, 'brunch': False, 'dessert': False, 'latenight': False, 'lunch': False}, 'Takes Reservations': False, 'Waiter Service': False, 'Outdoor Seating': False, 'Delivery': True, 'Accepts Credit Cards': True}",fyy4WNuchHJBa2zH6L8QQw,"['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants', 1]",Phoenix,"{'Tuesday': {'close': '00:00', 'open': '10:00'}, 'Friday': {'close': '02:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '10:00'}, 'Sunday': {'close': '00:00', 'open': '10:00'}, 'Wednesday': {'close': '00:00', 'open': '10:00'}, 'Thursday': {'close': '00:00', 'open': '10:00'}, 'Monday': {'close': '00:00', 'open': '10:00'}}",33.6536099,-112.0637743,True,16,2.5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,0,1,2,1,0,0,2,0,0,0,0,0,0,2,10,0,10,2,10,0,10,0,10,0,10,0,10,2.6,15,1,6,Restaurants
